QUOTE,AUTHOR,CAT
"My father, who was from a wealthy family and highly educated, a lawyer, Yale and Columbia, walked out with the benefit of a healthy push from my mother, a seventh grade graduate, who took a typing course and got a secretarial job as fast as she could.",George Weinberg,Graduation
"Everybody wants you to do good things, but in a small town you pretty much graduate and get married. Mostly you marry, have children and go to their football games.",Faith Hill,Graduation
"I took three years off. I differentiated myself from the industry. Found my identity - sort of... I haven't graduated yet. I'm not legitimately educated yet, but maybe one day.",Claire Danes,Graduation
"When you go on book tour, you're always talking about yourself and your book from the time you get up in the morning until you go out at night. You, you. You get really sick of yourself.",Christopher Moore,Morning
"What inspired me to become an author? I think it was the snow in New York. I looked out the window and I said, 'Well, I have to get dressed every morning to go to teach, but if I write a book, I can stay home in my bathrobe, eat candy corn.'",Patricia Reilly Giff,Morning
I love classical music and often listen to symphonies or opera in the morning.,William Mapother,Morning
"It's very much like opera singers. They do the same thing. The first thing in the morning and the last thing at night, the thing they think about is their voice and how to take care of it.",Johnny Mathis,Morning
"When you awaken some morning and hear that somebody or other has been discovered, you can put it down as a fact that he discovered himself years ago - since that time he has been toiling, working, and striving to make himself worthy of general discovery.",James Whitcomb Riley,Morning
"As we moved along in a little procession, I was delighted with the illumination of the streets. So many lamps, and they burned until morning, my father said, and so people did not need to carry lanterns.",Mary Antin,Morning
"A clear cold morning with high wind: we caught in a trap a large gray wolf, and last night obtained in the same way a fox who had for some time infested the neighbourhood of the fort.",Meriwether Lewis,Morning
"The rain, which had continued yesterday and last night, ceased this morning. We then proceeded, and after passing two small islands about ten miles further, stopped for the night at Piper's landing, opposite another island.",Meriwether Lewis,Morning
I doing casual labor by the day. They wouldn't pay you until the next morning. There was a bar that would cash your check if you bought a beer first. A lot of guys never left until they'd drunk up all their money.,Fred Ward,Morning
"I can't believe that women have got to put on so much in the morning. What time do women wake up? Man, I put a t-shirt and jeans on, and that's it.",Brandon T. Jackson,Morning
"It was so quiet that morning in Paris that the heels of my two companions and myself were loud on the deserted pavements. It was a city of shuttered shops, and barred windows, and deserted avenues.",Philip Gibbs,Morning
"On the 28th the ship's company received two months pay in advance, and on the following morning we worked out to St. Helen's, where we were obliged to anchor.",William Bligh,Morning
"Before I go to bed at night, I ice my face, because it closes your pores and makes a difference in the morning.",Jasmine Tookes,Morning
"When I get the morning report on security, I call those battalions in the regions where there are problems.",Alvaro Uribe,Morning
"I don't know any other lifestyle. I get up in the morning and I really do feel that the world is my oyster, and I start that way, the same as I would if I were preparing to write a song: put a blank piece of paper up on the piano and you go for it.",Lesley Gore,Morning
"I think I turned to writing really just to wake up in the morning and be a musician and to have something to do, and feel like a musician every day even if I wasn't working.",Lesley Gore,Morning
The plane took off at 8:10 in the morning - or that's when it was scheduled to take off. And that's when I believe it took off. I had been in my office at the Department of Justice. Someone told me that there had been the two strikes that occurred at the World Trade Center.,Ted Olson,Morning
"The United States dollar took another pounding on German, French and British exchanges this morning, hitting the lowest point ever known in West Germany.",Gordon Sinclair,Morning
"Politics gets me out of bed in the morning It's what really interests me. I'm a competitor, but I also feel like I'm contributing, whether it's working on health-care policy in the White House or out here in Chicago.",Stephanie Cutter,Morning
"What is different is I am giving the kids a chance to train every day. Not only once a day, but sometimes when they do not have school, we will try to do something in the morning too.",Thomas Dooley,Morning
"He's got an overall flair for the game. It looks to me like he really loves what he does and he can't wait to get up in the morning, go hit some balls and go play.",Gary McCord,Morning
Each of our children during their high school years went to 'early morning seminary' - scripture study classes that met in the home of a church member every school day morning from 6:30 until 7:15.,Clayton Christensen,Morning
"Both back when I was acting and now that I'm writing, I've always wanted the same thing out of my career: to be able to get up in the morning and do what I love doing.",Tana French,Morning
"Running clears my mind, and gives me a reason to get out of bed in the morning.",Ronnie O'Sullivan,Morning
"I love to be in my bathroom with my candles lit, morning, noon and night. I like taking hot baths and hot showers, using my body scrubs and lotions.",Traci Bingham,Morning
