@relation Camera__468Negetive556Positive-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute 'Got this yesterday and like it, had before. Just to note, PowerShot A2500 is an entry-level pocket camera which is very similar to PowerShot A2300: 16-megapixel 1/2.3\" sensor, DiGiC 4 processor, and 5x zoom 28mm wide angle lens, 2.7\" LCD. Even 720p HD video capabilities are the same.Pros:1. What really distinguishes it from its predecessor is Smart Auto Mode recognizing 32 shooting environments and adjusts settings for better quality. It automatically selects the best shooting settings for optimal quality based on the environmental factors (lightning I guess) to provide point\'n\'shoot simplicity.2. 16.0 Megapixels, with loads of resolution pictures are still clear. High resolution is also good for producing biggest printouts.3. 5x Optical Zoom is sufficient in most cases.4. DIGIC 4 Image Processor. Not as fast as DIGIC 5 though fast and powerful enough to give you advanced system options, provide quick-shoot with reliable performance and low battery consumption. As far as I know DIGIC 4 is currently Canon\'s most efficient processor for budget cameras. BTW it has some Eco mode, that is said to be providing even faster warm-up times and saves the standard battery, but I haven\'t tested it yet.5. Very lightweight, just put it into your pocket, can take it everywhere.6. Price tag - $99. You can\'t get any better camera for the price.Cons:1. Like A2300 it lacks optical image stabilization, though it\'s got digital image stabilization.2. 1/2.3\" sensor. Well, entry level CCD providing good pictures, not of a DSLR quality, that\'s all I can say.Summary:Sure this is not the best camera in the world. I definitely knew it when I bought the camera. BUT, I was pleasantly surprised with the quality of pictures I shot.If you\'re like me (not a pro) and looking for a budget point-and-shoot camera taking family photos and events, mostly shoot in daylight or good lighting, I\'d definitely recommend it, taking into account its price tag of $99 - just about right.' string
@attribute ' positive' {' positive',' negetive'}

@data
'I purchased this camera in November to take underwater pictures while snorkeling.  The memory card and battery were installed prior to leaving our condo, so it was definitely a dry, clean environment.  Took a few pictures from the sailboat and everything was fine.  Took pictures while snorkeling and everything seemed fine until we arrived back at the condo.  Tried to turn the camera on so I could show the others the pictures that were taken and the it would not turn on.  I installed my second battery, and still the cameral would not turn on.  On closer inspection, there appeared to be water behind the viewing screen (in each of the corners).  I opened all of the doors and put the entire camera, minus the memory card and battery in a bowl of rice to absorb and moisture, then tried the new battery again.  Still, the camera didn\'t work.  It never worked again.I am very disappointed that my camera didn\'t last even one day.  Fortunately I do have the pictures that were on the memory card, but we missed out on getting more pictures later in the week.',' negetive'
'The Nikon AW110 takes great outdoor pictures, however, when we tried to take  underwater pics while snorkeling during our trip to the Bahamas in September 2013, we were able to take only 3 pictures before the camera stopped working.  There was no water inside the case and  I even replaced the battery with a spare one but the camera still did not work.  I just sent the AW110 to Nikon in Toronto for repairs which did cost me money to return them the camera.  What is frustrating is that we purchased this camera solely for our trip and unfortunately, we could not use it.  I do not recommend this camera to anyone who would like to use it underwater or near water.',' negetive'
'Bought this camera last July for some shallow diving. Plans fell through until October. Finally got in the water and was no where near the 59\' and could not get the camera to turn on. When I got back topside noticed water in the view finder. Took it back to the house and pulled the battery and flashes card only to have water come pouring out. Just tried to return it and Amazon said I can no longer return it.',' negetive'
'If your main reason for purchasing is the underwater feature, SKIP IT!! Excellent pictures until one trip to the beach a 30-40 minutes of on and off underwater scuba pictures and it began to fog up on the back screen and the lens. A few hours later and it was done! Will no longer even turn on.',' negetive'
'Bought this camera for a snorkel trip to Akumal Mexico.  Takes great photos above water and I like the fact that you can take panoramic too.  Just don\'t get the camera wet.  The first time under water when I pushed the on button air bubbles came out from the button and the screen was black.  Called Nikon service and they tell me water damage is not covered by the warranty!  Nikon is the ones that say it\'s waterproof but they don\'t back up their claim!  I will be getting my money back and buying another brand.  I hear the Panasonic T4 is a good camera.  So long Nikon, I won\'t be purchasing any of your products EVER again!',' negetive'
'Another voice warning you about this product.After about an hour of snorkeling I saw a little bit of fog forming between the glass and the screen of the camera.  Another 30 minutes later, the screen wasn\'t able to turn on.  The power button showed it was on, but the screen was black forever more.Nikon really needs to get its act together and recall these given this has been happening to so many people.',' negetive'
'I purchased this in May and used it 5-6 times - mostly in the pool. I took it to the beach and it failed after second swim in the sea. Completely failed - see pictures on the camera page. I had Pentax Optio W80 underwater camera for about 3.5 years; took it diving quite a few times and used a lot before it failed this spring. I decided to go with Nikon because you supposed to be able to take it to 59 ft - but it failed at 5 ft!Amazon refused to do anything about it because it\'s more than 30 days from the date of purchase. So you can return the product on a whim the first 30 days and not a completely broken product afterwards.Nikon charges for shipping the camera back and then decides if it\'s their fault or mine that the camera fails. Somehow I think that whatever the results - it\'s my last Nikon purchased.',' negetive'
'THE SECOND TIME I TOOK IT TO THE BEACH (DID NOT EVEN TAKE A PICTURE INSIDE THE WATER) IT STOPPED WORKING, IT DOES NOT TURN ON. THIS IS NOT WATERPROOF CAMERA, THIS IS A VERY EXPENSIVE CAMERA FOR THE POOR QUALITY.',' negetive'
'Purchased this camera for a trip to the Tahiti Islands.  The camera lasted only two snorkeling dives and died.The screen went black and has not worked since I am sure this is a problem with this Nikon camera and would strongly recommend you look elsewhere for an underwater camera.  I have several Nikon cameras and love them all but this camera is a lemon for sure.',' negetive'
'I received this camera as a Bday gift and was very excited and thankful. The camera had been already set up for me with an extra high speed memory stick and so I was ready to start taking some pics. They turned out terrible. Image stabilization was terrible,half of the pics were blurred. The flash did NOT kick in with a low light setting,and when it did finally kick in it over saturated the image. Ive read the other negative reviews on this camera relating to the underwater features being equally as terrible. Im not impressed at all. I am disappointed and discouraged,seems like these point and shoot cameras have all these great features for wifi and HD video and such yet they dont seem to be able to take very good pics,not user friendly,a myriad of menu settings that you have to tediously go through to get the quality you want for a given situation. Im reminded of that Video that \"The Onion\" news network put out a few years ago titled \"Sony\'s new stupid F\%^*ing Piece of S&$T that doesnt do what its g8d D&*ned supposed to\".',' negetive'
